ID,Lapse1,Lapse0,Lapse,NumOfReinstated,NumOfClaims,NumOfEmails,NumOfCalls,DaysOfInforce,PO_Age,PO_Sex,PO_Married,Occupation,PO_Occupation0,PO_Email,PO_Phone,INS_Age,INS_Sex,SumInsured ,Premium,PremiumG,CoveragePeriod,Products,NumOfRidders,PaymentTerm,DistributionChannel,Agent,AgentYearSVR,AgentVisitPO,AgentCallPO
723,0,0,0,0,0,1,1,,43,male,1,3,3,,1,62,male,,"12,979.36",2,2,,,4,1,,3,,
724,0,0,0,0,1,1,0,,44,female,1,4,4,,0,19,male,,"1,263.25",1,3,,,4,3,,2,,
725,0,0,0,0,2,1,1,,28,male,1,2,2,,0,50,female,,"10,106.13",2,3,,,2,1,,1,,
726,1,0,1,1,3,2,3,,56,male,1,2,4,,1,30,female,,"40,932.43",4,2,,,3,1,,1,,
727,1,1,1,2,0,1,0,,34,male,1,3,3,,1,41,male,,"6,664.69",1,1,,,2,3,,2,,
728,1,1,1,2,0,1,1,,54,male,1,2,2,,1,29,female,,"16,657.72",2,3,,,1,2,,2,,
729,0,0,0,0,0,1,0,,54,male,1,3,3,,1,18,female,,"2,217.60",1,2,,,4,1,,2,,
730,0,0,0,0,1,1,0,,57,male,1,2,2,,1,41,female,,"6,781.35",1,2,,,2,2,,2,,
731,1,0,1,1,1,1,4,,54,male,1,1,1,,0,35,male,,"19,362.00",2,3,,,4,4,,2,,
732,0,0,0,0,1,0,1,,33,female,0,1,1,,1,53,male,,"10,065.41",2,1,,,2,4,,1,,
733,0,0,0,0,0,1,0,,36,female,0,1,1,,0,24,female,,"4,234.93",1,1,,,3,4,,2,,
734,0,0,0,0,0,0,0,,42,male,1,4,4,,1,48,female,,"9,447.25",1,3,,,3,3,,2,,
735,0,0,0,0,1,0,2,,42,female,1,1,1,,1,59,female,,"14,007.22",2,2,,,4,1,,2,,
736,0,0,0,0,0,1,1,,34,male,1,4,4,,1,49,female,,"9,583.89",1,1,,,2,2,,2,,
737,1,0,1,0,1,0,1,,58,female,1,1,1,,1,37,female,,"40,419.02",4,2,,,3,1,,2,,
738,0,0,0,0,0,0,1,,54,female,1,1,1,,0,26,male,,"3,484.33",1,2,,,3,4,,3,,
739,1,1,1,2,1,1,0,,48,male,1,2,3,,1,23,male,,"36,189.10",4,2,,,4,2,,2,,
740,1,0,1,0,0,1,1,,54,female,1,1,1,,0,29,male,,"44,585.46",4,2,,,2,1,,2,,
741,0,0,0,1,1,0,1,,55,female,1,1,1,,1,45,male,,"8,604.48",1,1,,,4,3,,3,,
742,1,1,1,3,0,3,1,,47,female,0,2,3,,1,22,male,,"18,246.50",2,3,,,3,1,,1,,
743,1,0,1,3,0,1,2,,50,female,0,1,1,,1,53,male,,"43,254.42",4,2,,,2,4,,2,,
744,0,0,0,0,0,1,0,,59,female,1,2,2,,0,31,female,,"3,757.84",1,1,,,4,1,,1,,
745,1,1,1,3,2,0,2,,56,female,0,2,2,,1,50,male,,"8,827.21",1,1,,,1,2,,2,,
746,0,0,0,0,0,1,1,,56,female,1,2,2,,1,50,female,,"9,910.36",1,2,,,4,1,,3,,
747,0,0,0,0,0,0,0,,45,female,0,2,2,,0,34,male,,"11,737.85",2,1,,,1,3,,2,,
748,0,0,0,0,1,1,2,,31,female,0,3,3,,1,19,male,,"1,627.28",1,1,,,4,2,,2,,
749,0,0,0,1,0,1,0,,57,female,0,3,3,,1,47,female,,"8,556.91",1,2,,,4,1,,2,,
750,0,0,0,1,1,3,1,,50,female,1,2,2,,1,28,male,,"3,062.51",1,2,,,1,2,,2,,
751,1,0,1,3,0,1,2,,52,female,1,4,4,,1,37,female,,"19,539.24",2,3,,,2,2,,1,,
752,1,1,1,2,0,2,4,,38,male,0,2,2,,1,21,male,,"1,906.36",1,1,,,1,4,,2,,
753,0,0,0,0,0,1,0,,36,male,1,2,4,,0,64,male,,"14,210.54",2,1,,,2,1,,2,,
754,0,0,0,0,0,1,1,,30,female,1,2,2,,1,58,female,,"11,833.78",2,1,,,1,2,,2,,
755,0,0,0,1,1,1,2,,52,female,0,2,2,,1,24,male,,"17,128.43",2,2,,,3,1,,1,,
756,0,0,0,0,0,1,1,,41,female,1,3,2,,1,31,male,,"5,031.27",1,2,,,2,2,,2,,
757,1,1,1,3,1,1,1,,55,female,1,3,3,,0,39,female,,"7,985.82",1,2,,,1,2,,3,,
758,1,0,1,0,0,1,1,,35,male,1,1,1,,1,47,female,,"23,065.42",3,2,,,4,3,,1,,
759,0,0,0,0,0,0,1,,56,male,1,3,1,,1,30,male,,"5,428.73",1,2,,,4,1,,2,,
760,1,1,1,4,0,2,1,,37,male,0,2,2,,1,18,male,,"36,307.80",4,3,,,2,1,,1,,
761,0,0,0,0,4,1,0,,48,male,0,3,3,,1,22,female,,"3,925.76",1,1,,,3,5,,2,,
762,0,0,0,3,5,3,2,,42,female,0,2,2,,1,23,male,,"2,416.96",1,2,,,1,3,,2,,
763,1,0,1,0,0,3,0,,29,female,0,2,3,,1,33,male,,"19,040.88",2,3,,,2,1,,1,,
764,0,0,0,1,0,1,0,,47,male,0,4,4,,1,27,male,,"3,070.81",1,1,,,2,3,,2,,
765,0,0,0,1,0,1,0,,31,female,0,2,2,,1,45,female,,"9,095.07",1,2,,,2,2,,1,,
766,0,0,0,0,4,3,1,,48,male,1,2,1,,1,57,female,,"11,842.62",2,1,,,3,2,,2,,
767,0,0,0,0,0,1,0,,59,female,0,3,3,,1,47,male,,"8,062.76",1,2,,,2,3,,3,,
768,0,0,0,1,0,1,1,,50,female,0,2,2,,1,42,female,,"7,050.64",1,2,,,1,4,,2,,
769,0,0,0,0,2,3,2,,59,male,1,3,3,,0,64,female,,"14,319.03",2,1,,,2,5,,3,,
770,0,0,0,3,0,3,2,,44,male,0,3,3,,1,38,female,,"6,933.24",1,2,,,3,2,,1,,
771,0,0,0,0,3,3,1,,39,female,0,2,2,,1,61,male,,"27,941.29",3,2,,,1,1,,3,,
772,0,0,0,0,0,1,2,,43,male,0,2,2,,1,53,female,,"11,150.78",2,2,,,1,3,,2,,
773,1,1,1,2,2,1,0,,34,male,0,4,4,,1,44,female,,"12,797.21",2,1,,,4,1,,1,,
774,1,0,1,1,0,1,1,,38,male,1,1,1,,1,19,female,,"17,748.51",2,1,,,3,1,,2,,
775,0,0,0,0,0,1,1,,56,female,1,3,3,,1,41,male,,"7,261.74",1,2,,,3,1,,2,,
776,0,0,0,0,0,1,1,,30,male,1,1,1,,1,51,male,,"10,560.49",2,1,,,2,2,,2,,
777,0,0,0,0,0,1,1,,45,male,1,1,1,,1,40,male,,"6,986.70",1,2,,,1,2,,1,,
778,0,0,0,0,0,1,0,,40,female,1,3,3,,1,45,male,,"7,448.40",1,3,,,4,1,,3,,
779,0,0,0,0,5,1,4,,29,female,1,3,3,,0,35,male,,"5,934.38",1,3,,,2,1,,2,,
780,0,0,0,0,0,0,1,,47,male,1,3,3,,1,53,male,,"9,869.81",1,3,,,2,1,,3,,
781,1,0,1,0,0,1,0,,35,male,1,2,2,,0,30,male,,"18,259.22",2,1,,,1,2,,3,,
782,0,0,0,1,4,1,3,,43,female,0,4,4,,0,18,male,,"1,146.80",1,2,,,4,1,,2,,
783,0,0,0,0,0,5,0,,46,male,0,2,2,,0,51,male,,"9,386.16",1,2,,,2,4,,1,,
784,1,0,1,0,2,4,1,,39,female,1,1,1,,1,50,female,,"24,520.26",3,2,,,4,3,,1,,
785,0,0,0,0,0,1,0,,48,female,1,4,4,,0,31,female,,"4,350.51",1,2,,,3,2,,3,,
786,0,0,0,0,0,3,1,,51,female,0,4,4,,1,35,female,,"6,414.18",1,3,,,1,2,,2,,
787,1,1,1,3,2,1,3,,44,female,1,2,2,,1,60,male,,"12,741.17",2,2,,,2,2,,2,,
788,1,1,1,1,0,0,0,,57,male,0,3,3,,1,21,male,,"1,917.32",1,3,,,4,4,,1,,
789,0,0,0,2,0,1,1,,49,male,1,3,1,,0,29,male,,"5,209.58",1,1,,,4,3,,2,,
790,1,1,1,0,0,0,0,,58,male,1,2,2,,0,62,female,,"13,457.96",2,1,,,4,4,,3,,
791,0,0,0,1,0,1,1,,28,female,0,3,1,,0,39,female,,"5,662.23",1,3,,,4,5,,2,,
792,0,0,0,1,0,1,0,,52,male,0,4,4,,1,19,male,,"1,252.41",1,3,,,4,4,,2,,
793,0,0,0,0,2,1,0,,29,male,0,3,3,,1,22,female,,"2,731.91",1,3,,,3,5,,2,,
794,1,0,1,0,0,3,1,,45,female,1,2,2,,0,53,male,,"21,195.82",3,2,,,4,1,,3,,
795,0,0,0,1,1,1,1,,41,male,1,3,3,,1,39,female,,"7,209.49",1,2,,,1,2,,1,,
796,1,0,1,2,0,1,3,,49,male,0,2,2,,1,27,male,,"18,310.74",2,2,,,4,3,,3,,
797,0,0,0,0,0,1,0,,54,male,0,4,4,,0,30,male,,"4,266.17",1,2,,,4,3,,1,,
798,0,0,0,0,0,1,0,,43,female,0,3,3,,1,30,female,,"4,719.52",1,2,,,4,1,,2,,
799,0,0,0,3,0,1,2,,32,male,1,2,2,,1,58,female,,"11,848.14",2,2,,,3,2,,1,,
800,1,0,1,0,0,1,1,,49,male,1,3,3,,1,33,male,,"17,904.53",2,3,,,4,4,,3,,
801,0,0,0,0,0,1,0,,35,male,1,3,1,,0,42,female,,"7,046.72",1,3,,,3,5,,1,,
802,0,0,0,0,0,1,1,,42,female,1,2,1,,1,64,female,,"14,313.85",2,2,,,4,2,,1,,
803,0,0,0,0,0,0,1,,54,female,1,3,3,,1,21,male,,"2,103.08",1,2,,,4,1,,1,,
804,1,0,1,0,0,1,0,,39,female,0,1,2,,0,18,female,,"38,792.69",4,3,,,2,3,,3,,
805,0,0,0,0,0,1,1,,54,male,1,4,4,,1,23,male,,"1,815.88",1,2,,,2,1,,1,,
806,0,0,0,0,0,0,2,,35,female,1,3,3,,1,45,female,,"7,731.86",1,1,,,4,5,,1,,
807,0,0,0,3,0,1,3,,45,male,1,1,1,,1,40,female,,"28,476.73",3,2,,,1,1,,1,,
808,0,0,0,1,5,1,5,,52,female,1,3,3,,1,19,female,,"2,136.88",1,3,,,4,4,,2,,
809,0,0,0,0,0,0,1,,37,male,1,4,4,,1,18,male,,"1,131.51",1,2,,,4,1,,3,,
810,0,0,0,1,0,3,0,,39,male,1,4,4,,0,25,male,,"3,309.79",1,3,,,3,1,,2,,
811,1,1,1,3,1,1,0,,50,female,1,3,3,,0,46,female,,"9,414.92",1,3,,,3,1,,2,,
812,0,0,0,0,3,1,5,,45,female,1,2,2,,1,33,female,,"6,360.99",1,2,,,4,3,,1,,
813,1,1,1,4,0,1,1,,37,female,1,2,2,,1,54,male,,"11,013.71",2,3,,,1,3,,2,,
814,0,0,0,0,1,3,3,,49,male,0,4,4,,1,28,male,,"4,428.89",1,2,,,3,1,,3,,
815,0,0,0,1,0,0,2,,37,female,1,3,1,,1,36,male,,"5,584.31",1,2,,,4,2,,1,,
816,0,0,0,0,2,1,2,,32,male,0,4,2,,1,20,female,,"1,877.93",1,2,,,1,1,,2,,
817,1,1,1,1,2,1,1,,47,male,1,3,3,,0,24,female,,"2,842.76",1,1,,,4,2,,2,,
818,1,1,1,4,0,1,1,,37,female,1,3,3,,0,23,male,,"3,597.60",1,2,,,2,1,,2,,
819,1,0,1,1,0,1,3,,46,female,1,2,2,,1,47,female,,"23,401.31",3,1,,,4,1,,1,,
820,1,1,1,0,1,2,0,,42,male,1,1,2,,0,33,female,,"55,135.40",4,3,,,4,1,,2,,
821,0,0,0,2,0,2,1,,50,female,1,4,4,,0,45,male,,"7,445.92",1,3,,,4,1,,1,,
822,0,0,0,0,0,1,1,,39,female,0,3,3,,1,26,male,,"2,680.95",1,2,,,1,1,,2,,
823,0,0,0,4,0,3,2,,29,female,1,3,3,,0,18,female,,"1,621.88",1,2,,,2,4,,3,,
824,0,0,0,0,0,1,1,,39,male,0,3,3,,1,44,female,,"8,219.20",1,2,,,2,5,,2,,
825,1,1,1,0,0,1,1,,38,male,1,2,2,,0,60,male,,"12,523.60",2,3,,,2,4,,3,,
826,0,0,0,0,0,0,0,,54,female,0,2,2,,1,64,female,,"16,069.08",2,2,,,4,4,,2,,
827,1,0,1,0,0,5,0,,33,male,0,1,1,,0,56,male,,"43,813.87",4,2,,,2,1,,2,,
828,1,0,1,0,0,1,0,,36,male,1,2,2,,0,36,male,,"20,773.63",3,2,,,4,1,,2,,
829,1,1,1,3,0,1,0,,38,male,1,1,1,,1,41,male,,"39,597.41",4,3,,,1,2,,1,,
830,1,1,1,2,1,1,0,,50,female,0,3,3,,0,39,male,,"6,117.49",1,3,,,4,2,,2,,
831,0,0,0,0,0,1,1,,44,female,1,2,2,,1,63,male,,"13,393.76",2,2,,,1,1,,3,,
832,0,0,0,0,0,1,1,,36,female,1,3,3,,0,36,female,,"5,266.37",1,1,,,3,1,,2,,
833,0,0,0,0,0,1,0,,54,female,0,3,3,,0,28,female,,"4,719.74",1,2,,,2,1,,2,,
834,0,0,0,1,0,1,1,,33,female,1,2,3,,0,58,male,,"11,743.93",2,1,,,2,1,,1,,
835,1,1,1,0,0,1,1,,46,female,1,3,3,,1,36,male,,"5,377.46",1,3,,,3,1,,1,,
836,1,1,1,0,0,1,0,,52,male,0,3,3,,0,42,male,,"7,160.33",1,3,,,4,5,,3,,
837,0,0,0,0,0,1,0,,35,female,1,3,3,,0,36,male,,"4,402.23",1,1,,,2,2,,2,,
838,0,0,0,0,1,1,1,,46,male,0,2,2,,1,56,female,,"11,657.72",2,2,,,2,1,,1,,
839,0,0,0,1,0,0,1,,34,female,0,3,3,,1,35,female,,"6,402.29",1,2,,,4,1,,1,,
840,0,0,0,0,1,1,1,,41,male,1,2,2,,1,59,female,,"12,622.18",2,1,,,2,4,,2,,
841,0,0,0,0,0,3,0,,59,female,0,4,4,,0,21,male,,"1,526.31",1,1,,,4,1,,2,,
842,0,0,0,3,1,5,1,,31,female,1,2,2,,1,59,male,,"12,323.94",2,2,,,4,2,,1,,
843,1,1,1,4,0,3,2,,42,male,0,1,1,,1,23,female,,"36,021.01",4,2,,,3,5,,3,,
844,1,0,1,0,0,1,1,,53,female,0,1,1,,1,57,female,,"27,533.91",3,2,,,1,1,,3,,
845,0,0,0,0,2,2,1,,33,male,1,2,2,,0,53,male,,"10,072.06",2,3,,,3,4,,3,,
846,1,0,1,0,0,1,0,,52,male,1,1,1,,0,60,female,,"45,008.96",4,2,,,3,3,,2,,
847,0,0,0,0,2,1,3,,35,female,0,3,3,,1,51,female,,"9,872.70",1,2,,,3,2,,3,,
848,0,0,0,2,0,1,3,,47,female,1,4,4,,1,23,male,,"2,438.06",1,2,,,1,1,,3,,
849,0,0,0,0,1,1,0,,54,female,1,4,4,,1,27,female,,"2,974.13",1,3,,,3,1,,2,,
850,1,1,1,0,0,1,2,,30,female,0,2,2,,1,55,male,,"10,601.63",2,3,,,3,4,,3,,
851,1,0,1,0,0,1,2,,31,female,1,2,2,,1,37,female,,"37,270.15",4,2,,,1,2,,2,,
852,0,0,0,0,1,3,1,,56,female,1,2,2,,0,61,male,,"14,119.62",2,3,,,1,3,,3,,
853,1,1,1,3,0,0,1,,33,female,1,1,1,,0,46,female,,"42,111.66",4,1,,,1,1,,2,,
854,0,0,0,0,0,5,1,,52,female,0,2,2,,1,53,female,,"11,729.68",2,1,,,1,1,,2,,
855,1,0,1,0,0,5,1,,30,female,1,2,3,,1,49,female,,"24,106.91",3,3,,,1,2,,2,,
856,0,0,0,1,0,5,2,,38,female,0,4,4,,1,20,female,,"1,875.34",1,1,,,1,1,,3,,
857,1,0,1,1,1,0,2,,50,male,1,2,2,,1,48,female,,"40,974.16",4,2,,,4,1,,1,,
858,1,1,1,4,0,4,1,,32,male,1,1,1,,0,25,male,,"15,817.99",2,2,,,3,5,,1,,
859,0,0,0,4,0,4,1,,54,female,1,2,2,,1,25,female,,"18,218.16",2,2,,,2,1,,3,,
860,1,1,1,0,4,1,0,,43,male,1,2,2,,1,57,male,,"10,965.45",2,3,,,2,1,,2,,
861,1,0,1,0,0,1,5,,40,male,1,1,2,,1,37,female,,"46,113.51",4,2,,,2,1,,1,,
862,0,0,0,0,0,1,2,,46,female,1,3,2,,1,38,female,,"7,151.09",1,2,,,4,1,,2,,
863,0,0,0,2,0,3,3,,29,male,0,2,2,,1,55,female,,"12,269.69",2,2,,,4,2,,1,,
864,0,0,0,1,0,1,1,,58,male,0,3,3,,1,36,female,,"5,458.05",1,3,,,4,1,,1,,
865,0,0,0,0,3,1,3,,45,male,1,3,3,,1,51,male,,"8,782.47",1,2,,,2,1,,2,,
866,0,0,0,3,1,3,1,,52,female,1,2,2,,1,40,male,,"6,600.36",1,2,,,2,4,,2,,
867,0,0,0,0,1,5,4,,39,female,0,3,3,,1,18,male,,"1,141.45",1,2,,,4,2,,3,,
868,0,0,0,1,2,1,1,,36,male,1,2,2,,1,57,male,,"11,576.13",2,2,,,4,2,,1,,
869,0,0,0,0,0,0,0,,53,male,1,3,3,,0,61,male,,"13,129.60",2,1,,,3,2,,2,,
870,0,0,0,2,0,3,1,,57,male,1,2,2,,1,25,female,,"4,391.65",1,2,,,2,2,,3,,
871,0,0,0,0,0,3,0,,36,male,0,3,3,,1,50,male,,"8,457.82",1,2,,,1,2,,3,,
872,1,1,1,4,0,3,1,,36,female,1,2,2,,0,26,female,,"3,392.37",1,2,,,2,1,,2,,
873,0,0,0,1,0,1,1,,57,female,0,3,3,,1,42,male,,"5,966.89",1,2,,,2,4,,2,,
874,0,0,0,0,0,1,0,,45,female,1,3,3,,0,43,male,,"6,849.03",1,2,,,3,1,,1,,
875,0,0,0,0,0,2,0,,55,male,0,3,3,,0,44,male,,"8,891.14",1,3,,,4,1,,2,,
876,0,0,0,1,0,1,0,,48,male,0,4,4,,1,23,female,,"2,690.11",1,1,,,4,4,,2,,
877,0,0,0,0,0,0,0,,33,female,1,3,3,,0,49,female,,"26,140.36",3,2,,,4,2,,3,,
878,0,0,0,0,1,3,1,,58,male,0,2,2,,1,33,male,,"6,653.79",1,3,,,4,2,,3,,
879,0,0,0,0,2,1,3,,39,female,0,3,3,,0,41,male,,"6,282.24",1,3,,,2,2,,1,,
880,0,0,0,0,1,1,0,,36,female,0,4,4,,1,37,female,,"6,311.95",1,3,,,4,3,,2,,
881,0,0,0,1,0,0,2,,32,female,1,3,3,,1,22,male,,"3,443.06",1,1,,,4,1,,2,,
882,0,0,0,2,0,1,1,,45,female,0,3,3,,1,23,male,,"2,789.06",1,2,,,1,1,,1,,
883,0,0,0,0,0,1,1,,38,female,1,3,3,,1,21,female,,"2,585.85",1,2,,,4,1,,1,,
884,1,0,1,2,4,1,3,,36,female,1,2,2,,0,51,female,,"46,255.11",4,3,,,2,1,,2,,
885,0,0,0,0,0,0,0,,41,female,1,3,3,,1,25,male,,"4,877.98",1,3,,,4,4,,3,,
886,1,0,1,2,0,2,1,,28,female,1,2,2,,1,32,male,,"19,719.69",2,3,,,1,1,,3,,
887,1,1,1,3,0,1,1,,48,female,0,1,1,,1,57,male,,"27,218.44",3,1,,,3,2,,2,,
888,0,0,0,1,0,2,0,,41,male,1,2,2,,0,36,female,,"5,272.18",1,2,,,1,4,,2,,
889,0,0,0,0,0,1,4,,48,male,0,2,2,,1,22,male,,"1,682.60",1,3,,,2,4,,2,,
890,0,0,0,1,0,1,0,,36,female,1,3,3,,0,57,male,,"11,945.13",2,2,,,2,4,,3,,
891,1,0,1,0,0,0,0,,44,male,0,2,2,,0,64,female,,"29,330.98",3,3,,,1,3,,2,,
892,0,0,0,1,0,1,0,,37,male,1,4,4,,0,36,female,,"7,243.81",1,2,,,2,2,,3,,
893,0,0,0,1,0,1,1,,47,male,1,3,3,,1,54,male,,"10,422.92",2,2,,,2,2,,2,,
894,1,0,1,0,2,1,1,,53,male,1,2,2,,1,47,male,,"44,202.65",4,3,,,2,3,,2,,
895,0,0,0,0,0,1,1,,28,female,1,3,3,,1,62,male,,"13,555.00",2,2,,,2,1,,1,,
896,0,0,0,0,1,3,0,,50,female,0,2,2,,1,61,female,,"13,063.88",2,3,,,3,4,,1,,
897,1,0,1,0,0,0,2,,33,male,1,2,3,,1,43,female,,"19,798.05",2,3,,,3,2,,1,,
898,0,0,0,0,1,2,0,,53,female,1,3,3,,0,19,male,,"2,221.56",1,3,,,4,2,,3,,
899,0,0,0,0,0,1,3,,56,male,1,3,3,,1,18,female,,"1,634.57",1,3,,,3,1,,2,,
900,0,0,0,0,2,3,1,,40,female,0,3,3,,1,19,female,,"2,117.34",1,1,,,2,3,,1,,
901,0,0,0,0,0,1,1,,33,male,0,3,3,,1,49,male,,"8,688.86",1,2,,,1,1,,2,,
902,1,0,1,0,0,0,1,,48,male,0,1,1,,1,60,male,,"48,673.56",4,3,,,3,2,,1,,
903,0,0,0,0,2,2,2,,57,female,0,3,3,,0,26,male,,"4,661.29",1,1,,,4,1,,2,,
904,0,0,0,0,2,4,0,,49,male,1,2,2,,0,49,male,,"8,125.78",1,2,,,4,2,,2,,
905,0,0,0,1,0,1,1,,43,male,1,2,2,,0,60,female,,"12,644.59",2,2,,,2,1,,3,,
906,1,1,1,3,2,2,1,,53,male,0,4,3,,1,26,female,,"4,564.19",1,2,,,2,2,,1,,
907,1,1,1,0,0,0,0,,27,male,1,3,3,,0,27,male,,"4,846.92",1,3,,,2,2,,3,,
908,0,0,0,0,0,1,0,,47,female,1,2,2,,0,44,female,,"7,633.72",1,3,,,2,2,,1,,
909,0,0,0,0,2,3,1,,54,female,0,3,3,,1,63,male,,"15,170.07",2,2,,,2,3,,2,,
910,1,0,1,1,0,1,2,,45,male,0,2,2,,0,32,female,,"17,496.31",2,3,,,2,3,,1,,
911,0,0,0,0,0,0,0,,33,female,1,3,3,,1,22,male,,"2,639.04",1,1,,,2,5,,2,,
912,1,1,1,2,4,1,0,,51,male,1,2,2,,0,18,male,,"33,732.69",4,2,,,2,3,,2,,
913,0,0,0,0,1,1,1,,36,male,1,2,2,,1,59,female,,"14,382.71",2,3,,,4,2,,2,,
914,0,0,0,0,0,1,0,,44,female,0,2,2,,0,44,female,,"7,626.99",1,3,,,4,2,,2,,
915,0,0,0,0,0,1,0,,38,female,0,3,3,,1,33,male,,"5,257.51",1,1,,,2,4,,3,,
916,0,0,0,1,0,1,1,,52,male,1,4,4,,1,24,female,,"2,473.33",1,2,,,1,3,,1,,
917,1,1,1,3,0,1,0,,48,male,0,2,2,,0,43,female,,"21,774.32",3,2,,,2,4,,3,,
918,1,0,1,0,2,0,2,,30,male,0,1,1,,1,30,male,,"35,069.37",4,3,,,3,3,,1,,
919,0,0,0,0,1,1,0,,54,female,1,2,2,,0,61,female,,"13,041.92",2,1,,,4,1,,2,,
920,0,0,0,0,1,3,1,,34,male,1,3,3,,1,35,female,,"5,245.23",1,1,,,3,3,,3,,
921,0,0,0,0,2,0,0,,50,male,0,3,3,,0,62,female,,"13,451.12",2,3,,,1,1,,1,,
922,0,0,0,0,0,0,1,,47,female,0,3,3,,1,62,female,,"13,462.52",2,2,,,1,3,,2,,
923,0,0,0,0,2,1,1,,36,female,1,4,4,,1,38,male,,"5,488.26",1,3,,,3,3,,1,,
924,0,0,0,0,3,0,1,,51,male,0,3,3,,1,34,male,,"4,320.41",1,2,,,2,1,,2,,
925,1,1,1,3,0,1,1,,32,female,1,3,3,,1,43,male,,"6,250.44",1,1,,,3,1,,1,,
926,1,1,1,2,2,0,2,,39,male,0,2,2,,1,50,male,,"25,333.33",3,2,,,4,4,,2,,
927,0,0,0,0,0,1,0,,58,male,0,3,3,,0,19,female,,"2,913.57",1,1,,,2,4,,1,,
928,0,0,0,1,2,1,1,,34,male,1,2,2,,1,57,female,,"12,032.33",2,2,,,2,3,,2,,
929,1,1,1,0,1,3,4,,33,female,1,2,2,,1,62,female,,"13,470.80",2,3,,,4,1,,1,,
930,0,0,0,2,0,3,1,,33,female,1,3,3,,1,41,male,,"6,289.75",1,2,,,1,5,,1,,
931,0,0,0,0,0,1,0,,58,female,0,2,2,,1,26,male,,"2,927.06",1,2,,,1,2,,3,,
932,0,0,0,0,1,1,1,,36,female,1,3,3,,1,39,female,,"6,238.30",1,1,,,4,1,,1,,
933,0,0,0,0,1,2,0,,43,female,1,2,2,,0,46,male,,"10,096.97",2,2,,,4,4,,1,,
934,0,0,0,0,2,1,0,,48,female,1,2,2,,0,45,female,,"7,348.14",1,3,,,3,3,,3,,
935,0,0,0,2,0,1,1,,37,female,0,3,3,,1,32,male,,"4,673.39",1,2,,,4,2,,2,,
936,0,0,0,0,0,0,0,,40,male,1,3,3,,1,59,female,,"12,233.83",2,1,,,2,2,,1,,
937,1,1,1,3,1,1,1,,52,male,1,3,3,,1,44,male,,"32,108.66",4,2,,,1,2,,1,,
938,0,0,0,0,0,1,1,,39,female,0,1,1,,1,39,female,,"8,965.80",1,2,,,2,3,,1,,
939,1,1,1,3,0,0,1,,33,female,1,3,3,,1,18,male,,"2,304.00",1,3,,,2,3,,2,,
940,0,0,0,0,2,3,1,,46,female,1,1,1,,1,53,male,,"9,487.64",1,2,,,2,4,,3,,
941,0,0,0,0,0,4,1,,43,male,1,3,3,,1,18,male,,"1,121.87",1,2,,,3,3,,1,,
942,0,0,0,1,0,3,2,,45,female,1,3,3,,1,50,female,,"9,549.57",1,2,,,2,3,,3,,
943,0,0,0,0,1,1,1,,56,male,1,2,2,,1,18,female,,"2,217.47",1,2,,,2,3,,2,,
944,0,0,0,1,0,2,1,,48,female,1,4,4,,1,19,male,,"1,628.47",1,2,,,2,1,,1,,
945,0,0,0,0,0,1,3,,47,female,0,2,4,,1,62,male,,"12,982.87",2,1,,,1,3,,1,,
946,0,0,0,0,0,1,1,,49,male,0,3,3,,1,56,female,,"11,674.13",2,2,,,2,4,,1,,
947,0,0,0,2,2,3,2,,53,female,1,4,4,,0,42,male,,"7,160.09",1,1,,,4,1,,2,,
948,1,0,1,0,2,1,2,,55,male,1,3,3,,1,37,male,,"39,047.29",4,2,,,4,3,,3,,
949,0,0,0,0,3,3,4,,57,male,1,2,2,,1,42,male,,"6,358.78",1,2,,,4,1,,3,,
950,1,1,1,3,0,3,0,,45,female,1,2,2,,1,25,male,,"19,933.46",2,3,,,1,3,,2,,
951,0,0,0,0,0,3,2,,56,female,1,3,3,,1,57,male,,"11,534.87",2,1,,,2,1,,1,,
952,1,0,1,0,0,1,2,,44,male,1,1,4,,1,44,male,,"47,462.89",4,3,,,4,1,,2,,
953,0,0,0,0,0,1,0,,45,female,1,4,4,,1,30,female,,"4,527.18",1,1,,,2,1,,2,,
954,1,1,1,3,0,1,2,,33,female,0,1,1,,1,44,male,,"38,998.55",4,3,,,2,1,,2,,
955,1,0,1,0,3,3,1,,35,female,1,2,3,,1,34,male,,"20,009.63",3,2,,,3,1,,3,,
956,0,0,0,0,0,3,1,,57,male,0,2,2,,1,31,male,,"3,875.73",1,3,,,1,1,,3,,
957,1,0,1,0,0,1,1,,34,female,1,2,2,,1,54,male,,"41,999.52",4,3,,,3,5,,2,,
958,0,0,0,0,1,1,1,,30,female,0,3,3,,1,24,male,,"12,609.89",2,1,,,2,4,,2,,
959,1,1,1,0,0,1,1,,42,female,1,1,4,,1,43,male,,"41,034.22",4,2,,,2,1,,1,,
960,0,0,0,0,0,1,0,,45,male,1,3,3,,1,48,male,,"28,468.92",3,2,,,4,2,,2,,
961,0,0,0,4,0,1,4,,58,male,1,3,3,,1,19,female,,"2,730.11",1,2,,,1,2,,3,,
962,0,0,0,0,0,0,1,,38,female,0,2,2,,1,29,female,,"3,353.28",1,3,,,3,4,,2,,
963,0,0,0,0,1,1,3,,42,male,1,2,1,,1,63,female,,"14,474.68",2,3,,,4,2,,3,,
964,0,0,0,0,1,0,0,,38,female,0,3,4,,0,46,male,,"9,500.57",1,2,,,2,1,,2,,
